#Complex	IC50	 MD_sasa	 MD_h1	 MD_h2	 MD_h3	 IC_AA	 IC_PP	 IC_CC	 IC_AP	 IC_CP	 IC_AC	 ENM_EXP	 ENM_R6	 RFCB	 RFHA	 ZRANK	 ZRANKr	 DFIRE	 NIS_A	 NIS_C
16845_2_22__1B2530	-1		-31.768042	14.500000	12.000000	-2.140551	14.833333	9.833333	19.000000	14.166667	22.166667	31.833333	103.336618	250.250934	27.181700	102.638333	-192.643833	-482.414000	-14.713130	41.680000	20.281667
DU156_12__1B2530	-1		-30.251868	12.333333	10.000000	-1.259082	14.000000	5.833333	17.500000	16.666667	19.500000	33.166667	103.072015	248.183156	15.349200	54.460000	-193.673500	-479.627167	-14.670337	42.440000	19.096667
TRO_11__1B2530	-1		-29.366267	12.000000	10.833333	-1.962563	10.333333	8.000000	12.666667	16.166667	20.333333	27.833333	100.454049	248.272615	21.570017	104.968333	-163.688167	-396.321000	-13.047483	41.893333	19.266667
26191_2_48__1B2530	-1		-31.580864	15.833333	14.000000	-1.650439	14.666667	9.666667	18.500000	13.166667	18.333333	36.500000	104.333549	244.355688	23.806617	88.380000	-214.484000	-546.789667	-15.861832	43.495000	19.738333
SC422_8__1B2530	-1		-31.091488	11.500000	9.500000	-1.438293	13.833333	8.166667	16.500000	16.500000	21.166667	31.833333	103.612434	247.943523	27.175317	197.441667	-164.604833	-394.639667	-14.082256	43.668333	18.450000
WITO4160_33__1B2530	-1		-30.591010	14.500000	12.166667	-3.425133	9.500000	10.500000	17.166667	18.166667	21.500000	29.166667	101.205390	245.263044	26.598933	148.770000	-187.573500	-431.158167	-14.527658	43.438333	18.336667
0013095_2_11__1B2530	-1		-31.397172	14.666667	12.500000	-1.778806	14.333333	7.333333	21.500000	14.000000	20.000000	31.666667	103.359120	251.337997	23.828317	60.406667	-190.701333	-501.687167	-16.172511	42.106667	21.785000
REJO4541_67__1B2530	-1		-31.702412	15.666667	13.166667	-2.898193	14.000000	8.166667	18.666667	14.833333	21.333333	36.166667	103.514360	246.608367	26.188667	111.395000	-199.367667	-450.660833	-15.237992	43.430000	19.231667
ZM135_10A__1B2530	-1		-32.027495	13.500000	11.500000	-1.106593	10.666667	6.500000	18.500000	17.166667	22.500000	27.500000	103.242213	245.895226	24.144867	94.760000	-186.518000	-461.909167	-15.332408	42.220000	20.405000
700010040_C9_4520__1B2530	-1		-29.910564	10.500000	8.166667	-1.696966	12.666667	6.333333	17.500000	17.000000	17.333333	31.666667	101.642713	245.053107	17.581500	23.046667	-192.048333	-462.120500	-14.931765	42.508333	21.093333
DU123_06__1B2530	-1		-30.717222	12.500000	11.333333	-1.927874	15.000000	9.500000	15.666667	18.666667	19.166667	33.333333	104.949036	247.422304	24.109450	11.853333	-208.207000	-508.769167	-15.365531	42.263333	18.963333
ZM249_1__1B2530	-1		-31.015263	12.000000	10.000000	-1.298848	12.833333	8.333333	17.833333	16.333333	19.666667	32.166667	103.697242	245.483408	19.273717	85.336667	-159.589333	-423.805833	-14.443578	42.123333	20.688333
16936_2_21__1B2530	-1		-30.689902	11.666667	10.666667	-1.643997	11.000000	6.166667	18.333333	13.166667	19.500000	35.000000	99.276391	243.061098	17.050267	111.631667	-179.148833	-451.466833	-14.591299	43.386667	19.771667
Q842_D12__1B2530	-1		-31.804647	15.333333	12.500000	-2.255953	13.833333	9.666667	15.833333	12.833333	21.333333	33.500000	103.859321	245.235270	29.795117	59.705000	-208.289500	-493.425667	-15.358392	42.598333	19.736667
SC05_8C11_2344__1B2530	-1		-29.771530	13.666667	11.000000	-1.744265	13.833333	7.500000	16.333333	11.333333	18.833333	31.833333	100.264906	245.255257	23.747967	169.991667	-174.757500	-399.801833	-13.635257	43.315000	17.831667
PRB926_04_A9_4237__1B2530	-1		-29.632566	12.833333	10.500000	-1.291402	12.333333	8.166667	15.500000	14.833333	20.166667	32.000000	101.310864	244.814473	23.760233	100.763333	-183.393667	-460.317333	-15.087568	42.901667	19.311667
Q259_17__1B2530	-1		-29.351780	12.166667	9.333333	-1.231043	10.500000	7.000000	16.666667	13.000000	18.333333	32.333333	100.579243	243.203567	28.637283	111.133333	-174.003000	-441.858333	-13.402087	42.576667	19.935000
T255_34__1B2530	-1		-31.487194	14.166667	11.000000	-1.655024	14.500000	12.333333	17.000000	14.666667	16.833333	31.333333	104.637636	248.023130	21.541917	-16.166667	-185.157500	-462.774667	-15.333399	42.160000	18.530000
H022_7__1B2530	-1		-32.253675	11.833333	9.666667	-2.050379	14.500000	6.333333	17.833333	14.333333	22.500000	31.833333	104.119404	250.195369	25.850133	184.678333	-176.920833	-387.766500	-15.431314	43.256667	19.930000
Q769_D22__1B2530	-1		-33.917152	14.166667	12.500000	-1.891953	16.000000	7.166667	17.833333	16.666667	17.833333	36.166667	105.395677	248.878420	20.882683	-63.808333	-208.504667	-539.685667	-15.860080	42.576667	19.295000
1006_11_C3_1601__1B2530	-1		-29.527163	14.333333	12.666667	-2.423368	11.500000	7.833333	17.500000	14.333333	21.500000	31.000000	99.990511	244.564832	24.512933	137.478333	-199.355667	-455.247833	-14.877387	42.993333	18.655000
T280_5__1B2530	-1		-29.962685	14.500000	12.166667	-1.323616	10.833333	8.500000	16.500000	13.500000	19.500000	32.000000	99.646176	243.420131	22.998933	15.658333	-188.538333	-481.393833	-14.382952	43.706667	18.630000
CAP210_E8__1B2530	-1		-31.900838	13.500000	11.333333	-2.658310	17.166667	7.500000	19.000000	12.666667	21.000000	34.666667	102.022843	246.659481	22.774533	106.741667	-213.685167	-528.814667	-15.170463	42.533333	20.098333
WEAU_D15_410__1B2530	-1		-29.297094	14.333333	12.333333	-2.574567	12.000000	7.166667	16.166667	15.000000	22.166667	30.500000	100.951582	247.985483	25.052150	204.925000	-176.958000	-378.413000	-14.008855	42.211667	20.711667
263_8__1B2530	-1		-31.805058	13.666667	10.833333	-2.173327	14.166667	8.833333	14.666667	16.833333	23.500000	29.666667	103.961302	250.510016	25.429433	15.330000	-195.613333	-480.817667	-14.984634	41.016667	18.571667
0330_V4_C3__1B2530	-1		-32.198728	15.000000	12.833333	-2.371043	14.500000	9.500000	15.833333	17.000000	23.166667	32.000000	103.716838	245.430228	23.710833	25.728333	-200.530833	-500.659333	-15.012376	43.170000	18.390000
AC10_29__1B2530	-1		-30.546706	14.333333	11.166667	-1.822512	11.666667	8.166667	14.166667	17.500000	21.166667	31.166667	102.093923	249.053917	24.710933	132.945000	-172.040667	-421.002833	-13.329913	44.180000	20.401667
3415_V1_C1__1B2530	-1		-31.115112	13.166667	11.500000	-1.711528	12.000000	7.666667	20.666667	11.833333	20.333333	35.333333	101.576132	247.464558	25.258300	118.981667	-212.224833	-496.601833	-14.608484	43.055000	18.473333
6240_08_TA5_4622__1B2530	-1		-29.522573	13.666667	11.666667	-2.824692	12.333333	8.666667	16.000000	15.000000	21.666667	30.500000	101.368882	247.709281	24.072700	120.031667	-189.661833	-463.951333	-14.269359	42.166667	18.276667
T252_7__1B2530	-1		-30.762165	15.500000	12.500000	-1.224485	7.333333	8.666667	16.500000	17.000000	22.500000	30.000000	100.089312	245.533935	22.032783	30.683333	-179.729500	-441.043000	-14.017954	42.450000	19.561667
CH110_2__1B2530	-1		-30.574955	13.333333	10.000000	-2.181264	11.333333	6.333333	18.000000	15.666667	19.833333	33.333333	100.051100	245.817936	19.559717	151.166667	-214.527333	-503.926833	-14.926217	43.688333	20.041667
6244_13_B5_4567__1B2530	-1		-31.919314	13.333333	11.000000	-1.919940	15.000000	7.166667	17.500000	17.000000	22.166667	32.833333	104.968381	254.594338	23.543650	68.626667	-212.556500	-496.257000	-15.775384	42.106667	18.638333
Q168_A2__1B2530	-1		-32.493432	15.500000	12.333333	-1.543116	16.000000	10.500000	17.500000	14.333333	20.833333	35.333333	103.260305	242.446411	25.028000	42.606667	-216.096667	-521.650167	-15.491439	42.205000	19.588333
235_47__1B2530	-1		-29.478881	12.333333	10.333333	-2.131709	11.166667	8.833333	15.333333	15.333333	16.833333	27.500000	100.968369	243.829727	27.727100	49.705000	-182.453500	-430.363333	-12.545068	41.835000	19.083333
62357_14_D3_4589__1B2530	-1		-29.770926	12.833333	10.833333	-0.737221	10.333333	6.500000	17.500000	16.500000	18.166667	30.166667	99.717505	243.488096	28.064750	115.623333	-182.839833	-435.526833	-13.941786	42.406667	20.341667
CAAN5342__1B2530	-1		-30.848067	11.000000	8.833333	-1.605977	14.833333	7.166667	17.333333	15.333333	20.333333	32.833333	103.486183	247.272255	23.004600	183.010000	-170.399167	-406.064667	-14.694626	44.308333	18.783333
H080_23__1B2530	-1		-29.101369	10.666667	8.333333	-2.334956	7.500000	5.500000	16.333333	17.166667	23.166667	27.500000	101.117570	243.770120	21.011950	192.506667	-153.995667	-357.098833	-13.449600	42.586667	19.410000
DU172_17__1B2530	-1		-30.444229	14.333333	11.166667	-1.765834	13.166667	6.500000	18.833333	15.666667	22.833333	31.666667	102.730771	246.531552	18.631550	54.288333	-197.806500	-524.637833	-14.372514	42.756667	20.435000
DU151_02__1B2530	-1		-31.451667	15.500000	13.833333	-2.998428	13.833333	7.833333	18.166667	15.000000	21.000000	34.000000	102.800565	242.307584	21.381167	79.788333	-211.277667	-532.193167	-14.741775	42.536667	20.135000
ZM233_6__1B2530	-1		-29.725101	12.166667	9.833333	-1.755704	10.333333	6.166667	17.166667	11.333333	21.000000	30.666667	101.629665	242.891863	21.234533	121.361667	-172.791167	-423.314667	-13.667935	42.481667	19.001667
CAP45_G3__1B2530	-1		-30.854787	12.333333	10.333333	-2.825404	16.000000	7.166667	17.666667	18.000000	17.500000	30.500000	103.891540	244.611752	20.057383	4.065000	-194.450833	-505.370167	-15.506656	43.750000	19.746667
ZM214_15__1B2530	-1		-31.220739	14.000000	11.333333	-1.790329	14.166667	9.666667	16.500000	16.333333	22.833333	30.500000	102.510521	247.741842	24.165267	121.280000	-185.523000	-455.201667	-13.960421	42.701667	19.630000
0439_V5_C1__1B2530	-1		-31.510436	11.000000	8.666667	-1.927414	9.333333	8.666667	18.333333	17.166667	22.166667	32.166667	100.953716	248.599569	24.978367	132.623333	-179.639500	-433.798167	-15.440650	42.313333	19.235000
269_12__1B2530	-1		-31.968118	16.000000	14.000000	-0.981445	13.500000	8.666667	19.666667	13.500000	19.833333	33.666667	100.281028	245.145456	27.882283	29.603333	-216.335000	-529.353667	-14.835628	42.343333	18.505000
9021_14_B2_4571__1B2530	-1		-29.496895	11.166667	9.500000	-1.143555	10.666667	6.333333	15.500000	11.666667	18.500000	31.666667	101.454876	247.722524	24.134050	173.808333	-172.385833	-385.489167	-13.479992	43.045000	19.041667
H030_7__1B2530	-1		-31.040414	12.833333	11.500000	-2.140299	12.666667	8.666667	15.666667	15.500000	23.666667	31.833333	100.329307	244.579014	18.460050	175.270000	-175.561500	-387.013500	-15.237994	42.711667	19.993333
3718_3_11__1B2530	-1		-32.284562	13.666667	11.500000	-1.602351	12.166667	9.833333	19.333333	14.666667	22.666667	34.000000	101.358459	242.678937	22.977567	10.173333	-225.672667	-546.690667	-16.000549	42.328333	20.483333
0260_V5_C1__1B2530	-1		-31.925484	14.500000	12.166667	-2.734645	16.000000	5.833333	19.000000	14.000000	18.166667	35.333333	103.773196	245.303643	26.943183	51.178333	-231.104333	-535.749333	-14.287496	42.620000	19.070000
247_23__1B2530	-1		-29.371658	15.166667	12.000000	-1.717834	10.666667	9.000000	14.666667	19.500000	20.666667	28.500000	100.827724	243.937710	19.087750	11.673333	-184.109167	-451.024833	-14.815005	42.558333	19.490000
QH0692_42__1B2530	-1		-30.557795	10.833333	9.000000	-1.954620	10.000000	7.833333	17.166667	15.833333	18.666667	33.000000	101.257360	249.205904	22.833633	134.125000	-190.361333	-442.105667	-14.362902	43.240000	18.415000
THRO4156__1B2530	-1		-32.950113	14.166667	11.666667	-1.797058	16.833333	12.000000	16.333333	15.833333	20.000000	31.666667	109.502290	258.033135	24.629600	64.845000	-210.479667	-479.829500	-15.112914	43.113333	18.461667
3365_V2_C20__1B2530	-1		-31.047986	14.166667	11.500000	-2.161558	10.833333	9.500000	18.333333	14.166667	19.500000	32.666667	101.265865	244.958842	27.788617	54.658333	-210.924500	-506.010833	-14.859718	41.255000	19.543333
ZM53_12__1B2530	-1		-31.569651	14.500000	12.333333	-1.789441	14.833333	8.166667	17.333333	14.833333	20.500000	30.833333	103.050715	241.479226	22.848767	73.068333	-203.542667	-521.290500	-14.860768	42.993333	19.631667
1054_07_TC4_1499__1B2530	-1		-30.264821	13.000000	10.666667	-2.569995	12.000000	6.000000	20.000000	13.833333	20.166667	31.333333	101.628230	245.739106	24.761117	122.986667	-185.209167	-413.876500	-14.735796	43.130000	18.445000
16055_2_3__1B2530	-1		-29.999215	12.000000	10.333333	-1.283938	12.333333	6.000000	17.166667	12.666667	17.333333	32.833333	99.211873	244.737786	23.459283	119.996667	-165.184167	-414.934667	-14.589187	42.901667	20.488333
RHPA4259_7__1B2530	-1		-29.599492	13.166667	10.333333	-1.883252	10.000000	6.500000	15.333333	16.666667	20.333333	28.833333	99.319743	243.964428	18.874667	90.086667	-195.271500	-459.378833	-14.259512	41.176667	19.631667
CH181_12__1B2530	-1		-31.405842	12.500000	11.166667	-2.796969	15.000000	9.333333	17.333333	15.333333	20.166667	34.000000	103.042498	249.152442	23.572650	108.550000	-207.370000	-495.120500	-14.790307	42.878333	18.676667
T250_4__1B2530	-1		-31.111603	13.666667	10.333333	-1.866341	13.833333	5.833333	20.333333	13.500000	15.833333	35.833333	103.020530	245.311373	30.228700	80.663333	-203.151500	-464.245833	-14.765651	42.133333	20.055000
001428_2_42__1B2530	-1		-31.990907	15.000000	11.500000	-2.217333	15.166667	6.666667	21.166667	13.666667	20.500000	38.166667	103.758821	248.277088	23.933183	126.271667	-186.429000	-496.066000	-15.783876	43.138333	19.525000
DU422_1__1B2530	-1		-30.666897	13.166667	10.666667	-2.185056	13.500000	8.000000	18.166667	15.333333	19.333333	28.833333	100.901855	244.418264	21.662333	89.898333	-189.235667	-460.552667	-15.187757	43.625000	20.601667
CH064_20__1B2530	-1		-31.334206	16.333333	14.666667	-2.248912	15.666667	9.500000	16.833333	14.000000	18.666667	31.666667	103.586699	247.167650	19.548833	22.328333	-231.218500	-549.707333	-15.029063	44.210000	19.125000
H031_7__1B2530	-1		-30.359313	13.333333	10.166667	-1.900380	6.333333	9.333333	17.500000	16.333333	22.333333	29.500000	99.936964	244.782723	26.665283	197.938333	-187.098000	-398.042500	-14.969691	42.313333	17.740000
CH111_8__1B2530	-1		-30.574982	12.500000	11.666667	-1.230247	11.666667	8.833333	16.500000	17.166667	18.666667	29.333333	103.619134	247.855723	21.581883	64.758333	-185.181333	-462.288000	-14.007929	43.950000	18.206667
CH119_10__1B2530	-1		-31.788619	13.333333	11.000000	-2.330132	14.000000	11.000000	18.500000	16.500000	20.000000	30.166667	104.297475	249.914569	21.106150	97.436667	-213.268000	-504.164667	-15.738833	42.406667	19.590000
Q461_E2__1B2530	-1		-30.167423	16.166667	13.500000	-2.292366	11.500000	7.000000	14.333333	14.166667	21.500000	32.833333	99.265585	246.612878	20.934583	53.888333	-207.823167	-514.476000	-13.505400	41.936667	19.420000
211_9__1B2530	-1		-32.779149	13.166667	11.166667	-1.397316	15.666667	10.000000	18.333333	15.000000	18.000000	33.166667	104.425692	247.651398	25.374600	-16.676667	-220.801333	-532.236833	-14.888492	40.833333	19.213333
CH117_4__1B2530	-1		-28.769613	13.166667	11.000000	-1.298749	9.833333	5.833333	17.500000	12.500000	18.166667	29.833333	99.295229	246.970502	19.940217	110.851667	-148.577667	-387.361500	-13.838100	43.325000	19.403333
H035_18__1B2530	-1		-29.232230	12.833333	10.833333	-1.619858	11.833333	8.333333	16.000000	14.000000	19.833333	29.166667	100.542185	248.782799	27.442817	112.383333	-183.995000	-442.426167	-13.980431	42.831667	17.995000
928_28__1B2530	-1		-31.529701	13.666667	11.333333	-1.104487	12.500000	9.333333	17.666667	14.666667	18.833333	34.833333	102.497467	249.035141	26.909167	71.866667	-190.813333	-465.490833	-15.099544	43.113333	19.758333
CH070_1__1B2530	-1		-30.204128	14.666667	12.500000	-1.656970	14.000000	10.166667	17.833333	14.666667	17.000000	29.333333	102.131570	247.507586	21.859500	16.591667	-206.684000	-510.433500	-13.693514	43.048333	19.953333
CH038_12__1B2530	-1		-30.463491	10.666667	8.666667	-1.321693	11.666667	7.833333	17.500000	16.500000	19.166667	27.166667	102.957478	246.982047	22.570367	98.611667	-146.703667	-373.319000	-12.819095	42.658333	20.131667
CH114_8__1B2530	-1		-29.930286	13.333333	11.500000	-2.325475	14.333333	8.166667	16.333333	13.833333	20.500000	30.666667	103.747687	247.373625	19.491683	122.176667	-179.120500	-420.974167	-14.401815	42.553333	19.318333
H061_14__1B2530	-1		-30.236585	12.000000	9.500000	-2.327952	14.333333	8.500000	19.333333	14.166667	18.666667	31.000000	102.231251	245.328512	24.812917	119.020000	-195.051833	-450.461333	-15.376441	42.305000	20.253333
T253_11__1B2530	-1		-30.974777	11.166667	9.500000	-0.799733	14.500000	8.333333	16.166667	14.500000	15.166667	33.666667	104.065757	247.220889	21.711683	107.621667	-166.138000	-434.353000	-13.717818	42.425000	18.420000
T257_31__1B2530	-1		-33.122128	15.666667	13.666667	-2.175540	13.000000	8.833333	17.500000	15.500000	21.166667	34.166667	104.247912	249.705575	25.537167	84.025000	-216.191833	-522.127000	-15.511791	43.653333	17.941667
PVO_4__1B2530	-1		-29.928720	12.500000	10.166667	-1.952710	12.166667	7.000000	17.000000	16.333333	19.666667	31.666667	101.941369	248.824636	23.632700	114.460000	-179.388833	-424.438500	-14.495345	43.153333	19.473333
TRJO4551_58__1B2530	-1		-31.962878	13.333333	11.833333	-3.047585	13.833333	6.833333	16.000000	14.333333	19.833333	35.333333	104.023115	247.012202	27.432517	164.023333	-177.847167	-402.179000	-14.973500	42.530000	20.200000
H078_14__1B2530	-1		-29.184826	11.166667	9.166667	-1.192975	10.500000	8.166667	15.833333	15.000000	18.333333	33.833333	101.103193	245.447526	25.651650	227.933333	-172.896833	-411.376333	-13.353613	42.335000	20.046667
T278_50__1B2530	-1		-31.574505	14.833333	11.666667	-2.962468	13.000000	8.166667	16.500000	15.500000	21.666667	33.000000	101.136785	251.564794	22.578383	63.668333	-219.357000	-496.408333	-14.729366	42.220000	18.806667
H079_2__1B2530	-1		-30.678523	13.833333	12.333333	-1.767464	15.000000	10.166667	15.333333	16.666667	18.500000	27.833333	103.550160	247.745545	21.141617	-11.276667	-204.631500	-491.564667	-14.760398	42.118333	19.820000
CH115_12__1B2530	-1		-30.090336	14.500000	12.500000	-1.625557	13.666667	7.000000	16.500000	16.000000	22.166667	30.833333	103.050142	249.837197	24.560017	171.710000	-172.987500	-396.880333	-14.056234	44.243333	19.703333
CH120_6__1B2530	-1		-28.862457	10.500000	8.833333	-0.731084	13.000000	6.666667	16.666667	12.333333	16.833333	28.833333	99.634371	245.112416	22.068283	140.668333	-176.470333	-438.278667	-13.599647	43.125000	18.505000
T251_18__1B2530	-1		-30.563871	15.500000	13.333333	-1.598890	10.500000	8.500000	17.000000	13.500000	20.166667	31.333333	103.099379	249.915762	26.575400	39.773333	-203.086500	-480.873333	-13.766096	41.298333	19.740000
MW965_26__3BNC117	-1		-28.002633	13.666667	12.166667	-1.772313	14.166667	9.000000	14.500000	28.833333	18.000000	16.500000	90.614482	229.314213	22.893167	-195.910000	-172.559500	-564.538500	-16.195255	40.965000	19.446667
SF162__3BNC117	-1		-28.712353	14.666667	14.000000	-2.322342	14.166667	8.000000	16.666667	29.166667	17.500000	18.166667	94.060353	230.847700	24.036000	-158.804667	-199.275833	-594.289167	-17.138454	40.221667	19.258333
MN_3__3BNC117	-1		-28.756635	13.500000	12.000000	-1.491155	13.333333	7.833333	18.166667	28.500000	17.333333	18.000000	94.216901	234.855102	24.915333	-77.674333	-205.518000	-597.126833	-16.707709	39.170000	19.995000
DJ263_8__3BNC117	-1		-28.388203	15.166667	13.333333	-2.209442	13.500000	11.500000	13.666667	30.500000	20.500000	14.333333	93.927442	233.927041	27.229833	-203.279333	-192.264167	-580.996000	-17.136636	39.185000	19.248333
00836_2_5__3BNC117	-1		-28.029137	14.500000	13.333333	-2.838832	15.500000	8.666667	15.000000	27.166667	19.166667	18.833333	93.931450	229.372415	25.089167	-122.277167	-173.676333	-497.796167	-17.129957	40.786667	19.683333
BX08_16__3BNC117	-1		-27.919577	15.333333	13.000000	-2.011480	13.500000	10.500000	13.333333	33.833333	19.166667	14.333333	94.205950	229.668404	22.777667	-209.676833	-187.603833	-591.508667	-17.077757	40.470000	19.118333
BAL_26__3BNC117	-1		-28.098110	14.000000	13.000000	-2.157644	13.333333	9.166667	14.166667	32.666667	19.166667	15.333333	90.402536	230.643945	26.219000	-114.650667	-174.444000	-539.072167	-16.864999	41.425000	20.060000
HXB2__3BNC117	-1		-28.671735	15.166667	13.500000	-2.278305	13.500000	8.166667	14.166667	31.000000	17.333333	16.333333	94.109037	231.884688	22.953333	-137.388000	-212.115333	-602.699000	-16.399929	40.426667	18.910000
242_14__3BNC117	-1		-29.336903	17.000000	14.666667	-1.918310	16.833333	8.333333	14.333333	34.666667	22.166667	16.500000	95.616261	233.453327	22.041500	-300.573000	-220.517333	-679.158167	-18.218783	39.546667	19.815000
25710_2_43__3BNC117	-1		-27.992441	13.666667	12.000000	-2.035589	15.500000	7.833333	14.166667	34.166667	17.666667	14.833333	94.099878	230.001295	18.825167	-172.085833	-197.030167	-582.157333	-16.720661	40.386667	20.530000
H077_31__3BNC117	-1		-29.179167	13.666667	12.000000	-2.308614	16.833333	4.666667	13.666667	36.500000	21.333333	14.500000	94.786127	237.164093	24.205667	-136.661500	-199.024500	-584.540333	-16.925600	40.860000	18.236667
6535_3__3BNC117	-1		-28.093655	13.666667	12.666667	-1.914724	12.333333	7.833333	13.166667	31.000000	20.000000	17.166667	90.236611	230.667937	27.309167	-101.088833	-178.001000	-524.201333	-16.070452	40.101667	19.738333
SS1196_1__3BNC117	-1		-28.409557	14.166667	12.833333	-2.115463	11.166667	11.166667	14.666667	33.333333	22.666667	15.833333	95.019911	231.301773	21.342333	-113.299667	-205.403833	-553.970000	-16.881089	41.543333	19.278333
